Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Jeff Withey\witheje01,C,27,DAL,9,39,8.3,0.444,0.625,0.125,2.8,26.6,14.2,0,0,6.8,10.6,22,-0.1,0.1,0,-0.054,-9.1,-3.7,-12.8,-0.1
Nate Wolters\woltena01,PG,26,UTA,5,19,-2.9,0.167,0,0,6,5.9,6,7.1,0,0,0,14.2,-0.1,0,-0.1,-0.137,-10.3,-2.1,-12.4,0
Brandan Wright\wrighbr03,PF,30,TOT,28,381,19,0.596,0,0.324,9.8,19.3,14.4,5.6,1.7,6.4,6.4,14.7,0.8,0.5,1.3,0.163,-1.3,2.2,0.9,0.3
Delon Wright\wrighde01,PG,25,TOR,69,1433,16.5,0.574,0.354,0.271,3.6,11.7,7.7,19.6,2.5,1.8,13.9,17.2,2.5,2.1,4.5,0.152,1.2,1.6,2.8,1.7
Guerschon Yabusele\yabusgu01,PF,22,BOS,33,235,12.3,0.559,0.607,0.361,8,16.1,12.1,10,0.9,1.8,14.5,15.7,0.3,0.3,0.6,0.122,-1,0.2,-0.7,0.1
James Young\youngja01,SG,22,PHI,6,61,4.6,0.511,0.714,0.429,0,3.4,1.8,4.3,0,0,5.7,12.3,0,0,0.1,0.041,-3,-3.6,-6.6,-0.1
Joe Young\youngjo01,PG,25,IND,53,558,10.1,0.521,0.355,0.156,2.4,10.3,6.4,9.9,1.3,0.2,11.6,18,0.1,0.4,0.5,0.043,-2.4,-2.3,-4.7,-0.4
Nick Young\youngni01,SG,32,GSW,80,1393,10,0.562,0.668,0.133,1.7,7.9,5,3.5,1.3,0.4,7,17.5,0.8,0.9,1.7,0.059,-0.2,-3.4,-3.7,-0.6
Thaddeus Young\youngth01,PF,29,IND,81,2607,14.8,0.528,0.209,0.106,8,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,0.1,1.4,1.5,2.3
Cody Zeller\zelleco01,C,25,CHO,33,627,15.9,0.602,0.019,0.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,1.2,0.7,1.9,0.145,-0.6,1.3,0.7,0.4
Tyler Zeller\zellety01,C,28,TOT,66,1109,16,0.598,0.084,0.237,11,19.4,15.2,6.7,0.7,2.5,11.3,16.4,2,0.9,2.9,0.126,-1.1,-0.5,-1.6,0.1
Paul Zipser\zipsepa01,SF,23,CHI,54,824,5.2,0.445,0.47,0.107,1.6,16,8.5,8,1.2,1.6,14.9,15.2,-1.1,0.6,-0.6,-0.034,-5.5,-0.3,-5.9,-0.8
Ante Zizic\zizican01,C,21,CLE,32,214,24.2,0.746,0,0.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,0.9,0.2,1,0.231,1.3,-1.2,0.1,0.1
Ivica Zubac\zubaciv01,C,20,LAL,43,410,15.3,0.557,0.008,0.418,11.8,20.1,16,8.8,0.9,3,15.3,17.6,0.5,0.5,1,0.118,-2.7,0.5,-2.2,0
